Name,Description,CalculatedPopularityScore,carbohydrates,fat,protein,calories,protein-cal-ratio,Label,Image,UrlLink,Latitude,Longitude,,,
Kayu,"<p>In Japan, kayu rice porridge is the equivalent of chicken soup in times of sickness, a common remedy for colds and fever. It is a simple dish consisting of easily digestible soft rice and water. The rice is often cooked in dashi stock or miso in order to enhance the flavors of the porridge. Due to its gentle and mild flavors, kayu is sometimes consumed for breakfast, and some hotel restaurants even serve it as a part of breakfast buffets. Since there is a much greater ratio of water to rice in the dish, it is often used as a weight-loss diet food.</p>",35,29.70599412,9.857464706,5.655311765,236.8315294,0.023879049,Kayu,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/a2bcc572e98d4172a8d6a237364ecce8.png,kayu,35.68366575,139.7593623,,,
Tandoori,"<p>The most popular Indian dishes are those cooked over a blazing fire in the so-called <em>tandoor</em>, a cylindrical open-top clay oven fueled by wood or charcoal. The tandoori technique evolved from an old Middle Eastern method of baking bread, which spread to other parts of the continent, including northwestern India, where people began experimenting with cooking meats and other foods in tandoors, adding special marinades and spice rubs, both of which are now integral parts of Indian-style tandoori cooking. The marinade used in most tandoori dishes starts with yogurt; it holds well to the meat, lends a note of mild acidity, and keeps the herbs and spices in place. Even though the clay ovens themselves impart a special flavor to the food, most of it comes from the traditional combination of spices. Tandoori dishes are typically either intensely red or yellow colored, depending on the marinade ingredients: the red is provided by ground annatto seeds, while the yellow comes from saffron or turmeric. In addition, tandoori dishes are also traditionally flavored with ginger, garlic, coriander, cayenne pepper, and a combination of roasted and ground cardamom, cumin, cinnamon, cloves, nutmeg and black pepper called <em>garam masala</em>. This spice mixture imparts a mellow but savory flavor to tandoori dishes, whereas the heat can be adjusted to one's liking by adding more or less cayenne pepper. Apart from flatbreads such as <em>naan</em>, <em>roti</em>, <em>paratha</em> and <em>kulcha</em>, some of the typical tandoor-cooked dishes include a roasted paste of cashews, corn and cottage cheese called <em>peshawari seekh</em>; roasted potatoes stuffed with cottage cheese, vegetables and cashew nuts called <em>balochi aloo</em>; and Indian classics like <em>paneer tikka, chicken tikka</em>, <em>tandoori chicken</em>, and <em>kalmi kebab</em>.</p>",34,22.85287778,5.694361111,13.47431111,198.5026111,0.067879768,Tandoori,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/6aaed612e4244097bbd7ec85c343903d.png,tandoori,28.61200792,77.21765164,,,
Omurice,"<p>Omurice is a short form of omelet and rice, the two essential ingredients of this Japanese fusion dish. The rice is usually pan-fried together with chicken and ketchup, then wrapped in a thin omelet sheet. Finally, the dish is generously covered with ketchup. Occasionally, scrambled eggs can be put on top of the rice, and ketchup can be substituted with demi-glace sauce. Omurice is one of many Japanese dishes influenced by Western cooking techniques and ingredients. Although it has become a traditional Japanese dish, it is usually prepared at home or served in non-traditional Japanese restaurants. There are two stories about the true origin and creation of this unusual fusion dish. One claims that it was created in Tokyo as a quickly-prepared dish to feed the restaurant staff. However, the other story tells that it was in fact invented in Osaka as a specially-designed meal for a particular customer who could only eat light food. Whichever theory is true; it is certain that the dish has been present in Japanese cuisine since the beginning of the 20th century. Nowadays, it is also commonly found in South Korea and Taiwan.</p>",34,51.07619444,13.32530556,14.11100556,429.6887778,0.032840061,Omurice,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/a2120608e95c43d9b0debab127af82a2.png,omurice,35.68307926,139.7641031,,,
Laksa,"<p>Characterized by its rich and spicy broth, this comforting noodle soup is one of the classic dishes found in many Southeast Asian countries. It was developed under the influence of different culinary traditions, which has led to the creation of numerous regional varieties that differ in flavors and ingredients. Two of the most famous versions are the sour, tamarind-based <em>asam laksa</em> and the creamy <em>curry laksa</em>. Especially favored in Malaysia, Singapore, and Indonesia, laksa is usually prepared and enjoyed at hawker centers as a hearty main course.</p>",34,37.63278824,11.07851176,14.11566471,317.4071647,0.04447179,Laksa,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/46178ac85122425e891c724c7bf05d6a.png,laksa,3.158822466,101.7011899,,,
Blini,"<p>These traditional Russian pancakes are prepared with flour, eggs, milk, yeast, and a pinch of salt. What distinguishes them from other pancakes is the addition of yeast, since similar equivalents mostly do not add any leavening agents. The batter is poured over a hot pan, shaped into a circle, and fried for a couple of minutes on both sides. The tradition of preparing this traditional Russian dish originates from ancient times: it was a ceremonial dish, served during the pagan holiday called Maslenitsa &ndash; a week-long festivity praising the end of winter and the celebration of spring. With their shape and color, blini symbolized the long-awaited Sun. However, blini are not consumed exclusively during Maslenitsa, as they have become one of the most popular dishes in Russia, and are also commonly eaten around the world. Blini are extremely versatile and can be served with sweet or savory fillings. Some of the Russian favorites include various jams, condensed milk, while the most famous savory version is topped with fish roe or caviar.</p>",34,14.12662,13.960105,6.115545,203.14315,0.030104608,Blini,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/d1ebb714077d4dadabb21f3f598445a6.png,bliny,55.74772177,37.62590731,,,
Kasutera,"<p>Kasutera is a traditional Japanese sponge cake made with sugar, flour, eggs, and starchy syrup. This Nagasaki specialty is raised solely by egg foam, with no added butter or oil, and has a soft, moist, and spongy texture. The cake is also known as <em>Castella</em>, and was brought to Japan in the 16th century by Portuguese merchants. Its name is derived from <em>pao de Castela</em>, meaning <em>bread from Castille</em>. Today, it is common to find Nagasaki kasutera in many variations, with flavors such as chocolate, green matcha tea, brown sugar, or honey. It is a popular gift and a nice souvenir to give to friends or relatives. Kasutera is so adapted to the Japanese cuisine that there is even a <em>baby kasutera</em>, a small-sized version of the cake that is traditionally prepared for numerous Japanese festivals.</p>",34,40.07,7.435,5.92,253.65,0.023339247,Kasutera,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/8026704739634045b0b432a436c14a7a.png,kasutera,32.764988,129.885033,,,
Thanksgiving Dinner,"<p>For most Americans, the Thanksgiving dinner usually includes seasonal dishes such as stuffed roasted turkey and side dishes such as mashed potatoes, a rich cranberry sauce, and pumpkin pie, among others. This celebratory meal dates back to November 1621, when the Pilgrims and the Native Wampanoag Indians got together at Plymouth for an autumn harvest celebration, now considered America's first Thanksgiving. The first feast contained turkey, venison, fish, clams, berries, lobster, pumpkin, waterfowl, and squash, and many of the foods remained a staple of modern Thanksgiving dinners. Turkey is so synonymous with the holiday that the day is sometimes colloquially called <em>Turkey Day</em>. Today, the dinner centers on cooking and sharing a plentiful meal with close family and friends, and it is so popular that there are annual Thanksgiving parades throughout the United States, the largest and most famous of them being <em>Macy's</em> parade in New York City, featuring marching bands, floats, and performers, and attracting about two to three million spectators to the streets.</p>",34,80.22235,29.648635,37.158455,951.527,0.039051393,Thanksgiving Dinner,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/e7b9460ec2ce468ba5771a2538f0b748.png,thanksgiving-dinner,38.89518026,-77.03671812,,,
Souvlaki,"<p>Souvlaki is one of the most popular Greek dishes, consisting of small cubes of skewered and grilled pork, chicken, lamb, or beef. It is a popular fast food item that is usually served in <em>souvladzidika</em>, small eateries that also often serve <em>gyros</em> and other similar grilled meat dishes. Souvlaki first appeared in ancient Greece, when it was called <em>kandaulos</em>, consisting of a combination of grilled meat, pita bread, cheese, and dill. The name of the dish is a diminutive of the Greek word <em>souvla</em>, meaning <em>spit</em>. The first souvlaki shop opened in Livadia in 1951, and today, souvlaki is sold in almost every Greek city, ordered as a takeaway, on the beaches, or on numerous street corners. It is usually served with a slice of bread, chips, pita bread, tomatoes, yogurt, or onions.</p>",34,22.91879412,11.95600588,27.98391176,325.5724118,0.085952958,Souvlaki,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/d01a3bd1ebf14547a8bad28b031804e2.png,souvlaki,37.98332125,23.72691095,,,
Chashu,"<p>Chashu is slowly braised pork belly, a staple Japanese dish infused with traditional flavors of soy sauce and sake. The dish can be made with flat pork belly, but the pieces can also be rolled to create more sophisticated versions which cook more evenly. Prepared pork belly is covered in a fragrant mixture of soy sauce, mirin, sake, and sugar. The liquid is additionally seasoned with sliced ginger and scallions, and the meat is braised on low heat for hours, until it soaks up all the layered flavors and turns the thick pork belly into an incredibly soft, tender, and juicy piece of meat. If the skin is left on the meat, it will caramelize during braising, becoming slightly gelatinous and affecting the final texture of the dish. The name and origin of this Japanese classic probably stems from <em>char siu</em>, the popular Chinese roasted pork dish. It was adapted with traditional Japanese ingredients to create a simple treat that is eaten throughout Japan. Sliced chashu is the essential component of legendary ramen dishes, but it can also be used as a stuffing inside bread and sandwiches or as a topping for other noodle and rice dishes.</p>",34,47.4201,16.83061,23.00184,433.0818,0.053111999,Chashu,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/e3038f6979184e22adddbc485d34eb1a.png,chashu,35.68280269,139.7633595,,,
Kalbi,"<p>Kalbi or <em>galbi</em> refers to a variety of grilled beef short ribs dishes popular in South Korea. The ribs are marinated in a sweet sauce consisting of soy sauce, sugar, rice wine, sesame oil, and garlic. Although the name of the dish translates to <em>ribs</em>, chicken or pork meat can also be used. The dish originates from 18th-century Korea, when killing cows was strictly forbidden. As workers were building the Hwa Castle, they needed to be well-fed, so King Jeongjo allowed the opening of only one slaughterhouse in the whole country to process beef and feed the hungry workers. Of course, it didn't stop at just one slaughterhouse, and that is the best reccomendation for trying the dish for yourself. Galbi is typically accompanied by kimchi, red bean paste or rice, but it can also be wrapped up in lettuce leaves with a variety of other vegetables. Due to kalbi's great balance of sweet and savory flavors and rising popularity, the dish even has its own annual festival since 1995, called the Suwon Galbi Festival, offering the visitors a chance to indulge in this celebrated delicacy.</p>",34,6.377777778,9.711111111,9.222222222,207.7222222,0.044396898,Kalbi,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/30def00bbfdc4dc0a6a675b7b7261a21.png,kalbi,37.56644388,126.9815084,,,
Butter Chicken,"<p>Probably the best known of all Indian dishes, butter chicken, also known as <em>murgh makhani</em>, is a staple dish at most Indian restaurants. The dish originated in Delhi during the 1950s, when a man named Kundan Lal Gujral opened his restaurant called <em>Moti Mahal</em>. The restaurant's cooks combined leftover marinade juices with tomatoes and butter, and then stewed the tandoor-cooked chicken in it, without even knowing that they have accidentally stumbled upon one of the most loved dishes ever and a future international delicacy. Moti Mahal became one of Delhi's attractions, and soon after, butter chicken spread throughout the world. With a combination of roasted meat, plenty of spices, a rich gravy made with cream, tomatoes, and butter, this dish is best accompanied by naan bread and garnished with even more butter, coriander, or green chilis.</p>",34,17.62287368,13.20335263,18.08424211,266.1124737,0.067957138,Butter Chicken,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/2009ae3a54d145b79df508f2e4f5488f.png,butter-chicken,28.6715564,77.22979708,,,
Karaage,"<p>Also known as <em>dry-frying</em>, karaage is a Japanese cooking technique in which various foods are first lightly coated in arrowroot starch, then deep-fried. The use of arrowroot starch preserves the natural water content of fried foods and produces a crispy outer surface, but alternatively, other coating ingredients such as wheat flour, tapioca, or potato starch can also be used. Karaage can be used for frying various meats and fish, but it is most often associated with chicken, and involves a special variant called <em>tatsutaage</em>, where pieces of chicken are first marinated in a mixture of sake, soy sauce, and sugar which are then lightly covered with arrowroot starch and deep-fried. This method makes the meat succulent on the inside and particularly crispy on the outside. If not specified otherwise, karaage usually refers to fried chicken, but apart from chicken, the technique is sometimes used with other ingredients such as <em>askarei</em> (flounder), <em>ika</em> (bits of squid), and <em>gobo</em> (burdock root). Japanese karaage dishes are usually seasoned with garlic and ginger, and served with soy sauce on the side. They are a staple of informal Japanese gastropubs called <em>izakayas</em>, casual places for after-work drinks and snacks, but they are also available freshly fried as take-out food in numerous supermarkets and convenience stores.</p>",34,16.66808947,14.29407895,16.91083684,273.6929474,0.061787624,Karaage,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/ecd022d26c784731bab82a7731d8ecdd.png,karaage,35.68115965,139.7610173,,,
P??o c??i,"<p>Served as an appetizer, palate freshener, or a side dish, p&agrave;o c&agrave;i is a Sichuan-style pickle made with various vegetables, mostly Chinese cabbage, carrots, mustard stems, long beans, daikon radish, turnips, cucumbers, ginger, and hot peppers. In Sichuanese cuisine, these crunchy, tangy pickles are always on hand, and almost every family keeps a large clay pot in their kitchen, filled with a variety of seasonal vegetables in a simple water and vinegar brine seasoned with salt, sugar, and Sichuan peppercorns. The sweet, sour, and spicy p&agrave;o c&agrave;i is most common in northern and western China, but is also easily found in restaurants across the country. It can be served with noodles or Chinese dumplings, but it is most often enjoyed with <em>congee</em>, a silky, savory, slow-cooked rice porridge which is as an everyday breakfast meal popular in China and many other Asian countries.</p>",34,27.5,2.04,4.6,154.48,0.029777317,P??o c??i,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/5cb81ad37ab541739ce24d152e702560.png,paocai,30.67801069,104.0594238,,,
Negima yakitori,"<p>Negima is a yakitori variety that is made with sliced chicken thighs or chicken breasts that are skewered together with pieces of green or Welsh onions (negi). Like other types of yakitori, negima is also typically seasoned with salt (shio), or a thick and subtly sweet soy sauce condiment known as <em>tare</em>. The ingredients are alternated on bamboo skewers and are then grilled over charcoal on traditional yakitori grills. Negima is one of the most common types of yakitori in Japan. It is commonly prepared and served in restaurants and <em>izakaya</em> bars.</p>",34,8.022794118,5.644470588,11.70338235,132.9515294,0.088027437,Negima yakitori,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/7e6a6e699784414eaa132418f67ecc75.png,negima-yakitori,35.68278516,139.7599911,,,
Makizushi ,"<p>Makizushi, meaning <em>rolled sushi</em>, is probably the most famous sushi variety. Invented in the 18th century, this type of sushi consists of <em>nori</em>, a sheet of dried seaweed, which is topped with a layer of vinegared rice. A variety of fish, teriyaki chicken, and fresh or cooked vegetables are lined in the middle of the rice, and the combination is then rolled with the help of a flexible bamboo mat. Finally, the sushi roll is sliced into six to eight pieces, creating a bite-sized delicacy with an intricate and decorative appearance. The whole makizushi group consists of numerous different sushi types such as <em>futomaki, hosomaki, chumaki, uramaki,</em> and <em>temaki</em>. They usually employ the same ingredients, but differ in size, composition, and shape. Hosomaki is the smallest in size, while uramaki uses the different order of elements, placing the nori inside the rice. Traditional accompaniments to sushi are pickled ginger - used to clear the palate before each bite, wasabi - Japanese horseradish, and shoyu - the traditional Japanese soy sauce. Even though it is rather easily prepared at home and commonly found pre-packed in numerous stores around the world, it is best enjoyed freshly prepared by a sushi master in traditional Japanese restaurants, followed by <em>sake </em>- the authentic Japanese rice wine.</p>",34,34.57692308,4.169230769,6.799230769,201.5676154,0.033731762,Makizushi ,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/bef96c95c0344b86a5442e3185b350cd.png,makizushi,35.68222158,139.7623345,,,
Mititei,"<p>Mititei is the closest thing to Romanian street food &ndash; a dish consisting of grilled ground meat rolls made from a combination of lamb, pork, beef, and seasonings such as thyme, anise, black pepper, and garlic. When translated to English, mititei means <em>the small ones</em>, referring to the small size of these skinless sausages. The most authentic way of preparing mititei is barbecuing the meat, so it is not a surprise that the dish is a staple of Romanian outdoor cuisine and roadside restaurants. A popular theory suggests that mititei were created when a well-known Bucharesti restaurant ran out of casings, and the chefs had to create a sausage to feed the hungry customers. Mititei are ideally accompanied by some french fries, a dollop of yellow mustard, and a cold beer on the side.</p>",33,3.937058824,17.50294118,15.68470588,228.1764706,0.068739366,Mititei,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/93990f7d1c90425495884b111ad6a694.png,mititei,44.4359983,26.10436293,,,
Sambal,"<p>This quintessential Southeast Asian condiment is usually made only with spicy chili peppers and salt. It is occasionally adapted with lime juice, onions, sugar, ginger, shrimp paste, or vinegar. Traditionally prepared in a mortar, it is characterized by its thick consistency and an incredibly strong and sharp flavor. This original Indonesian creation has gained worldwide acclaim, and store bought varieties are available at numerous Asian food markets and international stores around the world. Sambal is used in a variety of Asian dishes, usually as a spicy condiment, seasoning, or a topping served alongside meat, seafood, vegetables, or rice.</p>",33,17.81572778,6.140455556,4.384572222,144.5770111,0.030326898,Sambal,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/9db48420f07a457a887a8d98a672bc07.png,sambal,-6.173492634,106.8257813,,,
Falafel,"<p>Even though these protein-packed chickpea fritters are listed as one of Israel's national dishes, it is often suggested that falafel might have originated in Egypt, Lebanon, or Palestine. By the 1950s, to earn a living, Yemenite immigrants in Israel started making falafel in the streets, selling it wrapped in paper, which has eventually transformed this ancient dish into an early form of Israeli fast food. As an alternative to the Israeli version, fava beans can be used instead of chickpeas, while the mixture is typically flavored with parsley, coriander, cumin, and onions. Today, both in Israel and other Middle Eastern countries, falafel fritters are most commonly enjoyed in pita or lafa flatbread sandwiches, topped with fresh or pickled vegetables, and coated either in hummus paste, tahini dip, or a zesty, garlic-flavored yogurt sauce.</p>",33,29.08444444,11.12555556,9.262222222,267.3888889,0.034639518,Falafel,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/abff042bc64d4e15b9443bbd531a5285.png,falafel,31.77974014,35.22338547,,,
Ratatouille,"<p>This colorful Proven&ccedil;al vegetable ragout is traditionally made with simple, easily accessible ingredients: courgettes, eggplants, green and red peppers, tomatoes, onions, garlic, and parsley. The name <em>ratatouille</em> stems from the old Occitan word <em>ratatolha</em>, and the French word <em>touiller</em>, both meaning <em>to toss</em>, or <em>to stir up</em>, referring to the cooking process in which the ingredients are first simmered separately&mdash;seasoned with salt, pepper, and olive oil&mdash;and then tossed together and stirred into a vibrant vegetable medley. Though it wasn't until the 1930s that ratatouille was popularized, by the 1980s, the dish had become the star of any dinner party. Ratatouille can be enjoyed on its own, served either hot or cold, along with toasted garlic bread, or it can be dished out as a side to roasted or grilled meat mains, especially lamb and chicken.</p>",33,8.39686,5.48778,3.356135,96.82755,0.034660951,Ratatouille,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/3ebacd33fffc4b49abb63bb1a9914805.png,ratatouille,43.29476724,5.376995772,,,
Bocadillos,"<p>Bocadillos or <em>bocatas</em> are Spanish sandwiches made with Spanish-style baguettes known as <em>barra de pan</em>, unlike regular sandwiches which are made with modern white bread, known as <em>pan de molde</em> in Spain. The most common fillings for bocadillos include meat, cheese, tuna, omelets, jam&oacute;n, or chorizo sausages. The Spanish typically don't add onions, mayonnaise, pickles, or lettuce to bocadillos, but the bread is sometimes rubbed with halved tomatoes or olive oil. Due to the popularity of these sandwiches, the fillings vary from one region to another &ndash; omelet bocadillos are usually eaten for breakfast or as an afternoon snack and include eggs, cheese, beans, peppers, and potatoes; meat-based bocadillos are often made with chicken, beef, pork, horse, or goat; and fish bocadillos often include cuttlefish, sardines, and squid. These sandwiches can be found everywhere from bars and taverns to roadside eateries, but you probably won't find one on a restaurant menu.</p>",33,35.1,2.425,4.2025,181.4,0.023167034,Bocadillos,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/ebf9c34fbfc640d987c95d0aeac66d7b.png,bocadillos,40.4162113,-3.703178609,,,
Parrilla,"<p>Parrilla is an Argentine word with two meanings &ndash; it can be used to describe a typical Argentine steakhouse restaurant, or it can denote a metal grill used for preparing the meat. The metal grill is a part of traditional asado barbecues. It comes in many shapes and sizes, but it typically consists of a main grill with a firebox (called <em>brasero</em>) on the side. Firewood or charcoal are loaded into the firebox, and once the embers drop to the bottom, the coals are placed under the main grill. The plate is often tilted on a decline so that the excess juices can drip downward in order not to cause any flare-ups. Parrillas can be found in numerous homes and restaurants in Argentina, and the meat grilled on it typically includes chitterlings, morcilla blood sausages, chorizo sausages, salchichas parrilleras, ribs, sirloin, skirt steaks, and tenderloin.</p>",33,22.68157895,12.78947368,18.10157895,273.4,0.06620914,Parrilla,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/4d14f2f2708b4a2abf7d5fe2da7619fa.png,parrilla,-34.60764964,-58.43621116,,,
Kar?? raisu,"<p>Japanese curry is an extremely popular dish throughout Japan. Since the curry is almost always served with rice, one can hear the term <em>kar?? raisu</em> mentioned very often. Curry was brought over to Japan by the British in the 19th century, when Meiji-era Japan welcomed foreigners and their goods. As a result, Japanese curry is similar to the English curry, characterized by the heavy use of curry powder. The dish developed into curry rice, a rich stew of meat and vegetables (such as carrots, onions, and potatoes) which is ladled over short-grain, white rice. Common garnishes include eggplant, lotus root, and cucumbers on top. There is also a popular variation on kare raisu called <em>katsu kare</em>, a curry rice dish with a piece of deep-fried pork cutlet called <em>tonkatsu</em> placed on top.</p>",33,90.24166667,27.18,28.60166667,723.895,0.039510795,Kar?? raisu,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/1a4c124ec7b949d09276d6e8d8339f48.png,kare-raisu,35.68342561,139.7620939,,,
Crab Cake,"<p>Crab cake is a popular American type of fishcake consisting of shellfish meat, breadcrumbs, eggs, and flavorings such as mustard, Worcestershire sauce, and fresh herbs. The concept of minced fish meat combined with other ingredients dates back to the ancient times when ingredients were scarce. It is believed that a type of crab cake was first introduced to the early colonies by English settlers. There are numerous recipes for crab cakes from the 19th century, and many of them combined bread crumbs and spices, while some of them were fried. However, they were called <em>crab patties</em> or <em>crab croquettes</em> before the term <em>crab cake</em> appeared in the 20th century. Today, crab cakes are the most popular in New England, the Gulf Coast, the Pacific Northwest, and the Northern California coast. They are usually served on a hamburger bun, accompanied by saltine crackers, lemon wedges, french fries, cole slaw, or potatoes.</p>",33,11.00830526,17.9598,12.64431579,216.0067368,0.058536673,Crab Cake,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/6b7d2dc336fa435694909cf621704406.png,crab-cake,38.89555001,-77.03771362,,,
Ansim,"<p><em>Ansim</em> is the South Korean name for beef tenderloin, the most prestigious cut of meat. Believed to be the most tender cut of the animal, tenderloin is usually very low in fat, yet it remains soft and velvety. It is dark red in color, and the best cuts are usually marbled with thin stripes of fat. Since beef tenderloin is quite long, it is usually sliced into smaller pieces. In South Korea, ansim is typically roasted on a grill. <em>Gogigui</em> is the name of a traditional South Korean barbecue on which the meat is often grilled in front of the customers in a restaurant. Numerous beef cuts are employed in gogigui, but grilled tenderloin stakes are especially favored. The meat is occasionally marinated, usually in Korean soy sauce or sesame oil, but since it is juicy and tender on its own, it is often grilled as it is.</p>",32,26.815,2.195,5.725,150.5,0.038039867,Ansim,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/e460b6a84abd4f40977b03dd6e23b7fc.png,ansim-south-korea,37.5652356,126.9788328,,,
Minestrone,"<p>One of the very bases of traditional Italian cuisine, minestrone is a thick, chunky soup made with whichever vegetables are in season. Historically, being a poor man's food dating as far back as the year 30 CE, this peasant-style soup was made with a mashed bean or spelt base and leftovers from various <em>contorni </em>(side dishes) and other meals. Today, even though there's not a set recipe for this dish and every region has its own version, the most common ingredients include stock, onions, tomatoes, celery, carrots, and legumes. The vegetables are cut-up and simmered for quite a long time, but they must not turn mushy. Lastly, pasta or rice can be added to round-up this inexpensive, yet filling dish. Depending on the method of cooking, these flavorful soups are divided into two main categories: <em>minestrone a crudo</em> and <em>minestrone col soffritto</em>. While the first version uses raw vegetables and often garlic-flavored olive oil added towards the end of cooking, minestrone col soffritto is made with vegetables which are first saut&eacute;ed in butter, oil, pork fat or lard, together with pancetta (bacon) and pork rind. The perfect comfort food to warm a cold day, minestrone is even better when made in advance and served reheated, as it takes some time for the flavors to fuse and deepen.</p>",32,17.68421053,2.4,4.431578947,113.7894737,0.038945421,Minestrone,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/b2bcc0ebcd9a41a2beb426bff0857a86.png,minestrone,41.89299239,12.48419318,,,
Meringue,"<p>The sweet, airy, featherweight delicacy known as meringue is made with a handful of ingredients: egg whites, sugar, some kind of acid such as cream of tartar or vinegar, and the most important, although invisible component - air. Meringue is incredibly versatile and it is mostly prepared to turn desserts into works of art: it can be whipped into frostings for cakes, spooned on pies, incorporated into cakes to make them fluffy, or mixed with chocolate, fruits, and ground nuts for extra flavor. The origins of meringue are still somewhat shrouded in mystery, but the <em>Larousse Gastronomique</em> claims it was either invented by a Swiss pastry chef with Italian origins, named Gasparini, or by King Stanislas I Leszcynski's chef, because some believe that the word <em>meringue</em> comes from the Polish word <em>marzynka</em>. There are also other sources claiming that meringue is an English invention. Regardless of the origins, most food historians agree on the fact that meringue was shaped with a spoon until the early 19th century, and the famous French chef Antoine Car&ecirc;me first started using a pastry bag in order to form this decadent dessert into a more aesthetically pleasing shape. Meringue can be consumed in its soft or hard form, and is usually prepared using French, Italian, or Swiss methods, which all differ from one another. These three methods gave life to a wide variety of popular desserts, including the beloved <em>meringue cake</em>.</p>",32,27.96842105,1.805263158,1.689473684,137.8947368,0.012251908,Meringue,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/99c42f62414441c9a90ed527cd380ff3.png,meringue,46.94815438,7.452008382,,,
Korokke,"<p>Korokke is a variety of Japanese deep-fried dishes that are a version of the French dish called <em>croquette</em>. It consists of a combination of mashed potatoes and chopped meat, seafood, or vegetables. The combination of those ingredients is shaped in a patty and rolled in flour, eggs, and breadcrumbs, then deep-fried. It is said that the French croquette was introduced to Japan in 1887, but today it can be found in almost every supermarket and store in Japan, since it is inexpensive, yet very tasty and flavorful. With its huge popularity, there is also a number of korokke varieties including potato, meat, tuna, curry, cream, and okara korokke. If the dish is placed in a sandwich, between two slices of bread, it is then called <em>korokke pan</em> or <em>korokke sando</em>. Korokke is often served with a type of Worcestershire sauce at the table and it is eaten with chopsticks, but if it's bought from street vendors, it usually comes wrapped in paper and is eaten using your hands.</p>",32,26.30526316,9.426315789,5.121052632,210.6315789,0.024312844,Korokke,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/91e2777a874242019793b18c098c51b3.png,korokke,35.68197193,139.7604006,,,
Thai Curry,"<p>Thai curry is usually a soupy dish consisting of coconut milk or water, meat, and curry paste. Unlike the thicker Indian curries, Thai curries have a more soup-like consistency, and the cooks prefer to use fresh herbs and aromatic leaves instead of spice blends that are prevalent in Indian curries. In many Thai homes, curry is consumed on a daily basis, and the cooks can choose from two varieties of Thai curry: water-based or coconut milk-based curries. The most popular water-based curry is sour curry, or <em>gaeng sohm plah</em>, which is often prepared with fish or seafood, while the sour flavor comes from tamarind. Some of the spiciest Thai curries are water-based since there is no coconut milk in the dish to subdue the heat. Coconut-based curries are more popular in the West, such as <em>red, green, yellow,</em> or <em>panang</em> <em>curry</em>.</p>",32,24.21052632,19.74210526,12.74842105,311.7684211,0.040890675,Thai Curry,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/3e6a780ac7424aa497a0fa5db2ca47cb.png,thai-curry,13.75016103,100.4973236,,,
Ansim,"<p><em>Ansim</em> is the South Korean name for beef tenderloin, the most prestigious cut of meat. Believed to be the most tender cut of the animal, tenderloin is usually very low in fat, yet it remains soft and velvety. It is dark red in color, and the best cuts are usually marbled with thin stripes of fat. Since beef tenderloin is quite long, it is usually sliced into smaller pieces. In South Korea, ansim is typically roasted on a grill. <em>Gogigui</em> is the name of a traditional South Korean barbecue on which the meat is often grilled in front of the customers in a restaurant. Numerous beef cuts are employed in gogigui, but grilled tenderloin stakes are especially favored. The meat is occasionally marinated, usually in Korean soy sauce or sesame oil, but since it is juicy and tender on its own, it is often grilled as it is.</p>",32,26.815,2.195,5.725,150.5,0.038039867,Ansim,https://raw.githubusercontent.com/TimMeng19/casa0003_group/main/img/b36594537b894846aaadf5293d793566.png,ansim,37.56589961,126.9824873,,,
